Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Haji Labbaik Biriyani,3.4,"Biryani, North Indian",250.0,51.0,1,Kolkata
Chin Wah,4.1,"Chinese, Seafood, Sichuan",250.0,33.0,1,Kolkata
Rivazi,4.0,"Biryani, Mughlai, North Indian",250.0,51.0,1,Kolkata
Mallika's Kitchen,,Bengali,250.0,52.0,1,Kolkata
Kamlesh Dhaba,4.2,North Indian,250.0,60.0,1,Kolkata
Raj Spanish Cafe,4.0,"Cafe, Spanish, Italian, Mexican, Salad, American, Beverages, Desserts",250.0,34.0,1,Kolkata
Aaheli - The Peerless Inn,4.0,Bengali,250.0,42.0,1,Kolkata
Sarang,4.3,"South Indian, Fast Food, North Indian, Ice Cream, Beverages, Sichuan",100.0,35.0,1,Kolkata
Raj Restaurant,4.1,"South Indian, Pizza, Street Food, Beverages",100.0,45.0,1,Kolkata
Coffee With Shaby,,"Coffee, Beverages",100.0,42.0,1,Kolkata
Cake Eats By Heart 2 Heart,3.3,Bakery,100.0,46.0,1,Kolkata
Shawarmaniac,4.2,"Shawarma, Fast Food, Wraps",100.0,49.0,1,Kolkata
Bombay Brasserie,3.7,"Modern Indian, Bar Food, Beverages",100.0,49.0,1,Kolkata
Swade Bengali,3.9,"Bengali, Biryani",100.0,54.0,1,Kolkata
Haji Liyaqat Sweets,3.4,Mishti,100.0,32.0,1,Kolkata
Ya Burger,4.1,"Burger, Pasta, Fast Food, Italian",100.0,62.0,1,Kolkata
Srinjoy Kitchen,3.7,"Bengali, Chinese",100.0,41.0,1,Kolkata
Vedanta,4.0,"North Indian, Chinese, Fast Food, Street Food, Beverages",100.0,36.0,1,Kolkata
Cabin 17A,4.0,"Cafe, Coffee, Beverages, Salad, Chinese, Bengali, Fast Food, Desserts",100.0,51.0,1,Kolkata
Out n Beyond Cafe & Bistro,4.2,"Cafe, Pizza, Mexican, Continental, Desserts, Shake, Beverages, Burger",350.0,54.0,1,Kolkata
Where To Go!,4.5,"Cafe, Chinese, North Indian, Beverages, Sichuan",350.0,34.0,1,Kolkata
Sana Sarwar Ka Chai Paratha,3.7,"North Indian, Sandwich, Pizza, Pasta, Salad, Tea, Shake, Beverages",350.0,42.0,1,Kolkata
The Food Canteen,3.6,"North Indian, Biryani, Chinese, Momos, Fast Food",350.0,47.0,1,Kolkata
Nawab Darbar,,Biryani,350.0,87.0,1,Kolkata
Kuhelir Rannaghor,4.0,"Bengali, Street Food",350.0,47.0,1,Kolkata
Dalchini,3.5,"Chinese, Fast Food, Asian, North Indian, Desserts, Beverages",350.0,45.0,1,Kolkata
Mozza,3.7,"Fast Food, Pizza, Pasta, Burger, Italian, Desserts, Beverages",350.0,83.0,1,Kolkata
Choco Fantasy,4.1,Desserts,350.0,60.0,1,Kolkata
New Lazzat Biryani,3.5,Biryani,350.0,27.0,1,Kolkata
Vanakkam,4.1,"South Indian, Street Food",350.0,37.0,1,Kolkata
Tandoor - E - Panjab,3.6,"North Indian, Kebab",350.0,44.0,1,Kolkata
Dhakeswari,,"Bengali, North Indian, Mughlai",150.0,34.0,1,Kolkata
The Garlic Clove,3.9,"Fast Food, Chinese, Sandwich, Burger, Pizza, Pasta, Salad, Shake",150.0,43.0,1,Kolkata
The Flavour,3.5,"North Indian, South Indian, Chinese, Street Food, Momos",150.0,58.0,1,Kolkata
Tomake Chai,3.6,"Bengali, Mughlai, Beverages",150.0,43.0,1,Kolkata
The Amalfi Coast,3.8,"Pizza, Fast Food, Pasta, Beverages",150.0,52.0,1,Kolkata
Pizzamoc's,3.6,"Pizza, Fast Food, Beverages, Shake",150.0,66.0,1,Kolkata
Ayan Fast Food Center,3.5,"Rolls, Chinese, North Indian, Kebab, Momos, Biryani",150.0,34.0,1,Kolkata
Sienna Store & Cafe,4.4,"Cafe, Coffee, Italian, Asian, Fast Food, Burger, Salad, Chinese",150.0,58.0,1,Kolkata
Dada Boudi Biryani,,"Biryani, North Indian",150.0,19.0,1,Kolkata
Ahoban Food Corner,4.0,"Sandwich, Rolls, Kebab, Chinese, Momos, Street Food",150.0,54.0,1,Kolkata
Bake N Puff,4.0,"Bakery, Desserts",150.0,61.0,1,Kolkata
Snacks Lane,,"Chinese, Street Food, Momos, Tea",150.0,44.0,1,Kolkata
Coffee XO,3.8,"Coffee, Fast Food",100.0,53.0,1,Kolkata
Red Cow Dairy World - Ice Cream & More,4.3,"Ice Cream, Desserts, Shake, Beverages",100.0,41.0,1,Kolkata
Kolkata Pantry,4.3,"Chinese, Fast Food, North Indian, Bengali, Beverages, Momos, Sichuan",100.0,59.0,1,Kolkata
Daydreamer Love Your Cup,3.9,"Cafe, Coffee, Shake, Tea, Beverages, Fast Food, Pancake, Desserts",100.0,59.0,1,Kolkata
Tyre Patty,3.8,"Continental, Italian, Chinese, North Indian",100.0,46.0,1,Kolkata
Campari,4.4,"Rolls, Fast Food",100.0,44.0,1,Kolkata
Yalla Habibi,,"North Indian, Chinese, Pizza, Mughlai, Fast Food, Biryani, Desserts, Beverages",100.0,50.0,1,Kolkata
The Sugarr And Spice,4.3,"Bakery, Fast Food, Desserts",100.0,44.0,1,Kolkata
Bengal Sweets & Snacks,3.9,"Street Food, Mishti",100.0,35.0,1,Kolkata
Mum's Kitchen,3.8,"Chinese, North Indian, Fast Food, Rolls, Kebab, Sichuan",100.0,56.0,1,Kolkata
Surandhan,4.4,"North Indian, Chinese, Fast Food, Biryani, Momos, Sichuan",100.0,57.0,1,Kolkata
7/12 Fried Ice Cream,3.0,"Desserts, Ice Cream, Waffle",100.0,59.0,1,Kolkata
Kouzina Kafe - The Food Court,3.7,"Fast Food, Burger, Momos, Rolls, Desserts, Bakery, Shake",200.0,51.0,1,Kolkata
New Maharaj,4.6,"Fast Food, Sandwich, Street Food, Burger",200.0,50.0,1,Kolkata
Yauatcha,4.3,"Asian, Chinese, Cantonese, Sichuan, Seafood, Beverages, Desserts",200.0,56.0,1,Kolkata
Fusion,4.2,"North Indian, Mughlai, Seafood, Biryani, Asian, Chinese, Desserts, Beverages",200.0,36.0,1,Kolkata
Wing Wah,4.3,"Chinese, Fast Food",200.0,50.0,1,Kolkata
Youthappam,2.9,South Indian,200.0,43.0,1,Kolkata
Mandal Hensel,3.8,Bengali,200.0,46.0,1,Kolkata
Food Ajj Kal - De Sovrani,4.0,"Fast Food, Chinese, Street Food, Tea",200.0,50.0,1,Kolkata
Joey's Pizza,3.4,"Pizza, Sandwich, Pasta, Wraps, Beverages",200.0,51.0,1,Kolkata
Chocopassion,4.1,"Bakery, Desserts",200.0,55.0,1,Kolkata
Macazzo,4.2,"Fast Food, Mexican, Continental, Pizza, Italian, Chinese, Beverages, Desserts",200.0,53.0,1,Kolkata
Soni's,4.0,"Rolls, Chinese, Biryani",200.0,44.0,1,Kolkata
Rominus Pizza And Burger,4.0,"Pizza, Burger, Fast Food",150.0,26.0,1,Kota
New Punjabi Tadka,4.2,"North Indian, Chinese, Fast Food, Burger, Street Food, Sandwich, Beverages",150.0,25.0,1,Kota
Anand Shekhawati Dhaba,4.1,"North Indian, Chinese",150.0,24.0,1,Kota
Burger King,4.2,"Burger, Fast Food, Beverages",150.0,22.0,1,Kota
Amar Punjabi Foods,4.4,"North Indian, Chinese",150.0,27.0,1,Kota
MRF Punjabi Food,4.1,"North Indian, Chinese, South Indian, Pizza, Biryani, Fast Food, Beverages",150.0,31.0,1,Kota
McDonald's,4.3,"Burger, Fast Food, Beverages, Coffee",150.0,25.0,1,Kota
RJ20 Juice & Shakes,3.4,"Beverages, North Indian, Pizza, Sandwich, Fast Food, South Indian, Chinese, Burger",150.0,23.0,1,Kota
La Pino'z Pizza,3.9,"Pizza, Fast Food, Italian, Pasta",150.0,22.0,1,Kota
Shekhwati Thali Bazaar,4.1,North Indian,150.0,28.0,1,Kota
Firdous Restaurant Since 1979,4.3,"Mughlai, North Indian, Biryani, Chinese",150.0,17.0,1,Kota
Amar Punjabi Express,4.2,"North Indian, Italian, Chinese, Street Food, Beverages",150.0,31.0,1,Kota
Burger Farm,4.2,"Burger, Wraps, Fast Food, Coffee, Beverages",100.0,35.0,1,Kota
Kesar Punjabi Dhaba,4.0,"North Indian, Rajasthani",100.0,28.0,1,Kota
Pathak Restaurant,4.3,"North Indian, Chinese, Fast Food, Mithai, Rajasthani, South Indian",100.0,20.0,1,Kota
Domino's Pizza,3.9,"Pizza, Italian, Pasta, Fast Food, Desserts",100.0,25.0,1,Kota
Hungerr Buddy,4.0,"North Indian, Fast Food, Chinese, Street Food, Beverages, South Indian, Momos",100.0,41.0,1,Kota
Pizza Hut,4.1,"Pizza, Fast Food, Desserts, Beverages",100.0,32.0,1,Kota
Lal Marwadi Dhaba,4.0,"Rajasthani, North Indian",100.0,25.0,1,Kota
Pakwan Dhaba Monalisa Veg,4.1,"Chinese, Fast Food, South Indian, North Indian, Beverages, Shake",100.0,29.0,1,Kota
Punjabi Chola Bhatura Point,4.0,"North Indian, Fast Food",100.0,29.0,0,Kota
KFC,4.1,"Burger, Fast Food, Biryani, Desserts, Beverages",100.0,15.0,1,Kota
Ambey Burger & Sandwich,4.0,"Chinese, Fast Food, Beverages, Burger, Sandwich, Shake",100.0,25.0,1,Kota
Bismillah Non Veg Restaurant,3.8,"North Indian, Mughlai",100.0,27.0,0,Kota
Hamza Non Veg Restaurant,4.1,"North Indian, Kebab, Biryani",200.0,19.0,1,Kota
Paratha Junction,3.6,"North Indian, Fast Food, Chinese, Shake",200.0,37.0,0,Kota
Burger Garage,4.3,"Sandwich, Pasta, Wraps, Fast Food, Beverages",200.0,20.0,1,Kota
Hotel Paras Royale,4.2,"North Indian, Continental, Chinese, Beverages",200.0,26.0,0,Kota
AFC,3.8,"Pizza, Italian, Biryani, South Indian, Chinese, Fast Food, Shake, Beverages",200.0,31.0,1,Kota
Hi-Fi Restaurant,3.5,"North Indian, Beverages, Chinese, Sandwich, Burger, Fast Food, South Indian",200.0,23.0,1,Kota
Maheshwari Rasoi,4.1,"North Indian, Salad, Fast Food, Street Food, Chinese, South Indian",200.0,27.0,1,Kota
Biryani King Restaurant,3.7,"Biryani, North Indian, Mughlai, Chinese",200.0,21.0,1,Kota
Shree Ganesh Dhaba,4.3,North Indian,200.0,18.0,0,Kota
Food O' Clock,4.0,"Chinese, North Indian, Sandwich, Fast Food, South Indian, Shake, Beverages, Desserts",200.0,34.0,0,Kota
New Firdous Non Veg And Veg Restaurant,3.7,"Chinese, North Indian, Mughlai, Rolls",200.0,26.0,1,Kota
Pizza Junction,3.5,"Pizza, Sandwich, Burger, Desserts, Beverages, Chinese, Fast Food",200.0,27.0,1,Kota
Jai Shankar Dhaba,4.2,"North Indian, Chinese",100.0,12.0,1,Kota
The London Shakes,4.1,"Beverages, Italian, Fast Food, Mexican, Burger, Sandwich, Pizza, Desserts",100.0,21.0,1,Kota
Crudo Minos Pizza,4.0,"Pizza, Fast Food, Street Food",100.0,36.0,1,Kota
Bharat Biryani,3.7,"Biryani, Chinese",100.0,21.0,1,Kota
Gurukripa Dhaba,3.7,North Indian,100.0,25.0,0,Kota
SS Bakery,4.1,"Mithai, Bakery, Street Food, Desserts, Shake, Juices, Beverages",100.0,19.0,1,Kota
Royal Chicken,3.7,"Biryani, Chinese, North Indian",100.0,23.0,0,Kota
Hotel Virangna,4.1,North Indian,100.0,32.0,1,Kota
Hot Chicken,3.7,"Mughlai, North Indian, Chinese, Fast Food",100.0,25.0,1,Kota
Home Cooking,4.1,"North Indian, Pizza, Chinese, Burger, Rolls, Pasta, Fast Food, Street Food",100.0,41.0,1,Kota
Delhi Zaika Kathi Rolls,4.2,"North Indian, Rolls",100.0,23.0,1,Kota
UBF - United By Food,4.1,"Fast Food, Burger, Sandwich, American, Beverages",100.0,18.0,1,Kota
Punjabi Fast Food,4.0,North Indian,200.0,30.0,1,Kota
AL Haram,4.2,"Mughlai, North Indian, Biryani, Chinese",200.0,23.0,1,Kota
Hotel Virangana The Virasat,4.1,"North Indian, Biryani, Chinese, Fast Food",200.0,34.0,1,Kota
Maheshwari Chaska Restaurant,4.1,"North Indian, Fast Food, Chinese, Ice Cream, Beverages",200.0,31.0,1,Kota
Uncle Louie's Pizza,4.1,"Pizza, Fast Food, Chinese, Street Food, Desserts",200.0,24.0,0,Kota
Malik Punjabi Foods,4.1,"North Indian, Fast Food, Chinese, Beverages",200.0,31.0,1,Kota
The Belgian Waffle Co.,4.4,"Waffle, Pancake, Desserts, Beverages, Ice Cream",200.0,25.0,1,Kota
Chai Sutta Bar,4.2,"Beverages, Fast Food, Burger, Sandwich, Pizza, Coffee, Tea",200.0,20.0,0,Kota
Kebabs & Curries Company,4.2,"North Indian, Chinese, Mughlai, Beverages, Rolls, Biryani",200.0,25.0,1,Kota
Nanni's Vegies Fast Foods,3.5,"Street Food, Fast Food",200.0,35.0,1,Kota
Namo Foods,3.8,"Fast Food, Chinese, Beverages",200.0,36.0,1,Kota
Anand Foods,4.0,"North Indian, Rajasthani, Chinese",200.0,23.0,0,Kota
Kapils Food Arena,4.0,"Chinese, Fast Food, Desserts",100.0,27.0,1,Kota
Kake Da Dhaba,3.9,"North Indian, South Indian, Fast Food, Beverages, Desserts",100.0,37.0,0,Kota
New Sai Bakery and Fast Food,3.4,"North Indian, Fast Food, Pizza, Burger, Chinese, Desserts, Beverages, Bakery",100.0,31.0,1,Kota
Pizza Boy,3.6,"Chinese, Fast Food, Sandwich, Burger, Pizza, Desserts, Beverages, Pasta",100.0,28.0,0,Kota
Janta Dairy,4.0,"Desserts, Ice Cream, Beverages, Shake",100.0,16.0,0,Kota
Behrouz Biryani,4.5,"Biryani, Kebab, Hyderabadi, Lucknowi",100.0,27.0,1,Kota
Ali Zaika,3.8,"North Indian, Rolls, Fast Food, Biryani, Street Food, Mughlai",100.0,30.0,1,Kota
Tummy Chinese Food Corner,4.0,"Chinese, North Indian, Fast Food, Sandwich, Burger, Street Food, Rolls, Biryani",100.0,27.0,1,Kota
New Swapnil Gandhi Food Zone,4.1,"North Indian, Burger, Pizza, Street Food, Italian, Chinese, Fast Food, Beverages",100.0,38.0,1,Kota
Punjabi Dhaba,4.1,North Indian,100.0,24.0,0,Kota
New Firdous Restaurant,3.7,"Mughlai, North Indian, Biryani, Fast Food",100.0,25.0,0,Kota
Dum Safar Biryani by Barbeque Nation,4.2,"Biryani, North Indian, Kebab, BBQ, Beverages, Desserts",100.0,40.0,0,Kota
Aathale's,4.3,"North Indian, Chinese, Momos, Fast Food",200.0,31.0,1,Kota
Champaran Meat House,4.1,"North Indian, Biryani",200.0,25.0,1,Kota
Khurana Ka Khana - K3,3.7,North Indian,200.0,32.0,0,Kota
Shekhawati Dhaba,3.7,"Pasta, Fast Food, Chinese, Biryani, Street Food, South Indian, Pizza, North Indian",200.0,39.0,1,Kota
Punjabi Thali Bazaar,4.0,North Indian,200.0,26.0,1,Kota
South Express,3.8,"South Indian, Chinese, Pasta, Street Food, Beverages",200.0,33.0,0,Kota
Rolls Hub,4.0,Rolls,200.0,30.0,1,Kota
TFT Chinese Food,3.8,"North Indian, Chinese, Fast Food, Burger, Pizza, Sandwich",200.0,29.0,1,Kota
D' Food Hub - Veg & Non Veg Restaurant,3.9,"Rolls, Street Food, Fast Food, North Indian, Mughlai, Biryani, Kebab",200.0,25.0,0,Kota
South Shaily,4.1,"South Indian, North Indian, Chinese, Beverages, Desserts, Shake, Sichuan",200.0,24.0,1,Kota
Siddharth Sweets & Namkeen,3.6,"Mithai, Fast Food",200.0,18.0,1,Kota
Ajeet Restaurant,4.0,"North Indian, South Indian",200.0,19.0,1,Kota
Handi Chicken Point,3.9,"North Indian, Mughlai, Biryani",200.0,22.0,0,Kota
Ma Annapurna Chat Bhandar,3.7,"Street Food, Fast Food",200.0,25.0,1,Kota
Dishu Pizza House,4.2,"Pizza, Fast Food",200.0,38.0,0,Kota
Jain Misthan Bhandar,4.1,Mithai,200.0,22.0,1,Kota
Tatva,4.1,"Chinese, North Indian, Biryani, Kebab, Pizza, Fast Food, Continental, Beverages",200.0,27.0,1,Kota
Bankhandi Namkeen,4.1,Street Food,200.0,19.0,1,Kota
Chicken Delight,3.8,"North Indian, Mughlai, Fast Food, Biryani",200.0,16.0,1,Kota
Mr. Baker,3.9,"Bakery, Desserts",200.0,22.0,1,Kota
Eatos,4.2,"North Indian, Chinese, Shake",200.0,27.0,1,Kota
Woods Restaurant,4.2,"Continental, Chinese, South Indian, North Indian",200.0,26.0,1,Kota
Foodies Cafe,4.0,"North Indian, Chinese, Sandwich, Burger, Pizza, Fast Food, Street Food, Beverages",200.0,27.0,1,Kota
Pathaks,4.0,"North Indian, Rajasthani",200.0,22.0,0,Kota
Good Times Cafe,3.6,"North Indian, Sandwich, Burger, Pizza, Chinese, Beverages, Desserts, Fast Food",250.0,35.0,1,Kota
Varsha Breakfast,4.0,"Fast Food, North Indian, Chinese, South Indian",250.0,28.0,1,Kota
Momo Adda,4.2,"Momos, Fast Food, Beverages",250.0,26.0,0,Kota
Cake Lounge - Lake Of Cake,3.6,"Bakery, Desserts, Pizza, Burger, Sandwich, Chinese, Fast Food, Beverages",250.0,27.0,1,Kota
Thali Junction,3.4,"North Indian, Chinese, Pizza, Sandwich, Burger, Desserts, Beverages",250.0,37.0,0,Kota
Subway,3.9,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",250.0,29.0,1,Kota
Jyoti's Kitchen,4.3,North Indian,250.0,36.0,1,Kota
Bhole Shankar Dhaba,4.0,North Indian,250.0,13.0,0,Kota
FPF Coffee Wale Bhaiya,4.2,"Coffee, Shake, Sandwich, Burger, Pizza, Fast Food, Momos, Street Food",250.0,23.0,1,Kota
Morgans The Italian Pizzeria,4.0,"Pizza, Coffee, Beverages, Italian, Burger, Cafe, Fast Food, Continental",250.0,36.0,0,Kota
Brijwasi Misthan Bhandar,4.0,"Mithai, Street Food",250.0,24.0,0,Kota
Pizza Box,3.6,"Sandwich, Burger, North Indian, Chinese, Street Food, Shake, Beverages, Salad",250.0,28.0,1,Kota
Barbeque Nation,4.0,"BBQ, North Indian, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",350.0,46.0,1,Kota
NIC Ice Creams,4.6,"Ice Cream, Desserts",350.0,18.0,1,Kota
Junction Food Corner,4.3,Fast Food,350.0,31.0,1,Kota
Arihant Restaurant,4.0,"North Indian, South Indian, Chinese, Biryani, Fast Food, Shake",350.0,31.0,1,Kota
Champaran Handi House,3.9,"North Indian, Biryani, Rolls, Chinese, Mughlai, Bihari",350.0,28.0,1,Kota
Maheshwari Foods,4.0,"North Indian, Chinese",350.0,26.0,1,Kota
Ratan Sweets Namkeen And Bakery,4.0,"Mithai, Street Food",350.0,20.0,1,Kota
City Fast Food,3.9,"Chinese, Fast Food, Sandwich, Burger, Pizza",350.0,21.0,1,Kota
ThaliBazaar - A Taste Of Rajasthan In Every Bite,3.9,"North Indian, Rajasthani",350.0,28.0,1,Kota
Above & Beyond By Country Express,4.3,"Pizza, Pasta, North Indian, Chinese, BBQ, Mughlai, Desserts, Beverages",350.0,25.0,1,Kota
Hungry Hunter Food Zone,3.8,"Fast Food, Chinese",350.0,38.0,1,Kota
Zam Zam Fast Food,3.8,Biryani,350.0,29.0,0,Kota
Jodhpur Namkeen,4.1,"Fast Food, Mithai",100.0,16.0,1,Kota
Friends Food Zone,4.0,"North Indian, Sandwich, Rolls, Burger, Chinese, Fast Food, Street Food, Momos",100.0,26.0,0,Kota
Chaisto,4.0,"North Indian, Fast Food, Chinese, Beverages, South Indian",100.0,34.0,1,Kota
Trikona,3.7,"Chinese, Sandwich, Burger, Street Food",100.0,31.0,1,Kota
Bakewell Bakers,4.2,"Bakery, Desserts",100.0,16.0,0,Kota
UBQ by Barbeque Nation,4.0,"BBQ, North Indian, Chinese, Street Food, Kebab, Beverages, Desserts",100.0,42.0,1,Kota
Cafe Mellow,4.1,"Chinese, Fast Food, Street Food, Sandwich, Beverages",100.0,28.0,0,Kota
Madras Hotel,4.2,"South Indian, Beverages",100.0,34.0,1,Kota
Annapurna Fast Food And Restaurant,4.0,"Fast Food, Street Food",100.0,28.0,1,Kota
fnpCakes 'n' More,4.1,"Bakery, Sandwich",100.0,23.0,0,Kota
Vegan Chacha,4.3,"Street Food, Fast Food, Rolls, Biryani, North Indian",100.0,21.0,0,Kota
Halal House,3.7,North Indian,100.0,22.0,1,Kota
Gossip - Cake My World,4.1,"Bakery, Cafe, Fast Food, Coffee, Shake, Beverages, Desserts, Italian",150.0,12.0,1,Kota
Treat Fast Food Restaurant,4.2,"Fast Food, Italian, Chinese, South Indian, Beverages, Street Food",150.0,23.0,1,Kota
SS Pizza,4.2,Pizza,150.0,34.0,1,Kota
BMB Sweets & Namkeens,4.1,"Mithai, Chinese, South Indian, North Indian, Fast Food, Street Food, Ice Cream",150.0,25.0,1,Kota
Dosa Yumm,3.9,"South Indian, North Indian, Chinese, Pizza, Burger, Fast Food, Street Food, Beverages",150.0,43.0,0,Kota
See You Soon Restaurant,3.3,South Indian,150.0,25.0,0,Kota
Punjabi Express,4.1,North Indian,150.0,25.0,0,Kota
Rajasthan Fruit Juice & Shakes,4.5,"Beverages, Juices, Tea, Coffee, Desserts",150.0,18.0,0,Kota
Punjabi Parantha House,4.1,North Indian,150.0,27.0,0,Kota
Mughlai Zaika,3.8,"North Indian, Fast Food",150.0,22.0,1,Kota
Urban Punjabi Foods,4.3,"North Indian, Chinese, Pizza, Shake",150.0,23.0,1,Kota
A TO Z Pizza,3.8,"Biryani, Rolls, Chinese, North Indian, Fast Food, Pizza, Sichuan",150.0,27.0,1,Kota
Biryani Darbar,3.9,"Biryani, North Indian, Chinese, Fast Food",250.0,41.0,1,Kota
Cake Factory,3.4,"Bakery, Desserts",250.0,13.0,1,Kota
Anu's Cake Creation,4.5,Desserts,250.0,19.0,1,Kota
Pizza Express & Burger,4.0,"Fast Food, Street Food, Pizza, Burger, Shawarma, Chinese",250.0,44.0,1,Kota
Chinese Adda,3.3,"North Indian, Momos, Desserts, Beverages, Street Food, Chinese, Fast Food, Sichuan",250.0,25.0,0,Kota
Burger Lane,3.6,"Burger, Fast Food",250.0,32.0,0,Kota
Suva Lal Kachori,4.1,Street Food,250.0,18.0,1,Kota
Janta Dairy,4.5,"Desserts, Mithai",250.0,18.0,1,Kota
Delhi Ke Chole Bhature,4.0,Biryani,250.0,26.0,1,Kota
Star Food,3.9,Rajasthani,250.0,33.0,1,Kota
Amrit Punjabi Dhaba,3.9,North Indian,250.0,28.0,1,Kota
Jai Ambe Burger,4.3,"Chinese, Burger, Sandwich, Momos, Fast Food, Street Food",250.0,33.0,1,Kota
Food Mohalla,4.2,"Pizza, Burger, Sandwich, Italian, Street Food, Fast Food, Shake, Beverages",150.0,28.0,1,Kota
Foodies' Arena,4.3,"Chinese, Italian, North Indian, South Indian",150.0,26.0,1,Kota
Mumbai Masala,4.3,"Street Food, Fast Food",150.0,34.0,1,Kota
Shekhawati Biryani And More,3.3,Biryani,150.0,28.0,0,Kota
De Italian Pizza Bakker's,4.2,"Italian, Pizza, Pasta",150.0,26.0,1,Kota
Baskin Robbins - Ice Cream Desserts,4.4,"Ice Cream, Desserts, Beverages",150.0,16.0,1,Kota
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.3,"Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy Food",150.0,14.0,1,Kota
Punjabi Dhaba,3.9,"North Indian, Chinese",150.0,36.0,0,Kota
Cake Amazing,3.5,Bakery,150.0,24.0,0,Kota
Faasos - Wraps & Rolls,4.4,"Rolls, Wraps, North Indian",150.0,27.0,1,Kota
Quality Restaurant An Sweets,4.2,"Mithai, Street Food",150.0,17.0,1,Kota
Swagat Restaurant — Hotel Surya Royal,4.3,"North Indian, Asian, Continental, Salad, Chinese, Desserts, Beverages",150.0,18.0,0,Kota
New Bakewell Bakers,4.2,Bakery,100.0,23.0,1,Kota
Popular Bakery,3.9,"Bakery, Mithai, Street Food, Shake, Juices, Desserts, Beverages",100.0,20.0,0,Kota
Satya Misthan Bhandar,4.0,"Mithai, Bakery",100.0,25.0,1,Kota
Cake Point,3.4,Bakery,100.0,16.0,1,Kota
Midnight Biryani,3.8,Biryani,100.0,37.0,1,Kota
La Margherita Pizzeria,4.1,"Pizza, BBQ, Beverages, Fast Food",100.0,27.0,1,Kota
Manoj Misthan Bhandar,4.4,"Mithai, Desserts",100.0,26.0,0,Kota
Salad Hut,3.8,"Salad, North Indian, Wraps, Healthy Food",100.0,27.0,1,Kota
Dimsum Express,4.2,"Momos, Beverages",100.0,25.0,1,Kota
Burger Breeze,4.1,"Burger, Hot dogs, Sandwich, Fast Food",100.0,27.0,0,Kota
Organic Ice Cream,4.3,"Ice Cream, Beverages",100.0,16.0,0,Kota
Bihari Tadka Dhaba,3.9,"North Indian, Chinese, Biryani, Fast Food, Street Food",100.0,36.0,1,Kota
Burger Capital,3.8,"Burger, Sandwich, Pizza, Rolls, Fast Food, North Indian, Chinese, Beverages",250.0,42.0,1,Kota
DS Dosa Factory,4.1,South Indian,250.0,21.0,1,Kota
Schezwan Junction,3.7,"Fast Food, Chinese, Beverages",250.0,31.0,1,Kota
The Second Wife,3.8,"North Indian, Pasta",250.0,21.0,0,Kota
The Biryani Life,4.1,"Biryani, Kebab, North Indian",250.0,28.0,1,Kota
LunchBox - Meals and Thalis,4.3,North Indian,250.0,29.0,1,Kota
Mumbai Sandwiches & More,3.3,"Chinese, Burger, Sandwich, Street Food, Pizza, Momos, Desserts, Ice Cream",250.0,21.0,0,Kota
Taste Of Nawab,3.6,"North Indian, Mughlai",250.0,25.0,1,Kota
The Chicken Factory,4.1,"North Indian, Fast Food, Beverages",250.0,39.0,0,Kota
Grameen Kulfi,4.6,"Ice Cream, Desserts",250.0,17.0,1,Kota
Meal Mafiya,3.1,"North Indian, Pizza, Fast Food, Burger, Sichuan",250.0,32.0,1,Kota
Zaika Grill Point,4.2,"Fast Food, Rolls",250.0,31.0,1,Kota
Happy Juice & Shakes,3.4,"Juices, Chinese, Fast Food, Pizza, Sandwich, Burger",100.0,25.0,1,Kota
Jodhpur Namkeen & Foods,3.9,"Street Food, Tea",100.0,20.0,1,Kota
Chai Wala,3.4,"Tea, Sandwich",100.0,29.0,1,Kota
Urban Dairy,4.1,Mithai,100.0,27.0,1,Kota
Poori Sabzi Point,3.5,"Fast Food, Chinese, Desserts",100.0,29.0,1,Kota
All Seasons - A Multicuisine Restaurant,4.1,"Mughlai, Awadhi, Biryani, Hyderabadi, Chinese",100.0,35.0,1,Kota
Bhukhe Sher,4.1,"Street Food, North Indian, Mithai, Desserts",100.0,24.0,1,Kota
Annapurna Kitchen,4.2,"North Indian, Street Food",100.0,36.0,1,Kota
FNP Cakes 'N' More,4.2,"Fast Food, Sandwich, Street Food, Waffle, Shake, Beverages, Desserts",100.0,16.0,1,Kota
Punjabi Mathri,4.2,"Mithai, Street Food",100.0,26.0,1,Kota
Unique Foods,3.6,"Fast Food, Chinese, Street Food, Sandwich, Pizza, Rolls, Momos, Shake",100.0,38.0,1,Kota
Chai Garam Cafe,4.4,"Fast Food, Rolls, Street Food, Sandwich, Beverages, Tea, Shake",100.0,29.0,0,Kota
Mummies Parantha & Maggie,4.2,"North Indian, Street Food",100.0,31.0,0,Kota
Mirch Masala,4.2,"North Indian, Biryani, Chinese",100.0,22.0,1,Kota
Deebee's Restaurant - Le Amor,4.3,"North Indian, Chinese, Continental, Desserts, Beverages",100.0,18.0,1,Kota
Tulsi Sandwich,4.2,"Sandwich, Fast Food",100.0,31.0,1,Kota
Handi Biryani,3.8,"Biryani, North Indian, Momos, Chinese, Rolls",100.0,19.0,1,Kota
